Platform,Date,App ID,App Name,Publisher ID,Publisher Name,Update Type,Previous Value,New Value,Notes
Google Play,2015-01-07,com.viettel.mocha.app,Mocha: Free SMS,20200001388617,Viettel Media Inc,Version,1.0.0,1.0.2,
Google Play,2015-02-13,com.viettel.mocha.app,Mocha: Free SMS,20200001388617,Viettel Media Inc,Version,1.0.2,1.0.5,
Google Play,2015-03-10,com.viettel.mocha.app,Mocha: Free SMS,20200001388617,Viettel Media Inc,Version,1.0.5,1.0.7,
Google Play,2015-03-12,com.viettel.mocha.app,Mocha: Free SMS,20200001388617,Viettel Media Inc,Version,1.0.7,1.0.8,
Google Play,2015-04-08,com.viettel.mocha.app,Mocha: Free SMS,20200001388617,Viettel Media Inc,Version,1.0.8,1.0.11,
Google Play,2015-04-27,com.viettel.mocha.app,Mocha: Free SMS,20200001388617,Viettel Media Inc,Version,1.0.11,1.1.1,"- Sửa lỗi Cùng Nghe
- Sửa lỗi Kết nối: Ổn định với nền tảng 3G/2G
- Tăng chất lượng ảnh, chất lượng Sticker
- Sửa các lỗi nhỏ khác
Bạn có ý tưởng? Chúng tôi sẽ vui lòng tiếp nhận tại email media@viettel.com.vn."
Google Play,2015-05-04,com.viettel.mocha.app,Mocha: Free SMS,20200001388617,Viettel Media Inc,Version,1.1.1,1.1.2,"- Sửa lỗi Cùng Nghe
- Sửa lỗi Kết nối: Ổn định với nền tảng 3G/2G
- Tăng chất lượng ảnh, chất lượng Sticker
- Sửa các lỗi nhỏ khác
Bạn có ý tưởng? Chúng tôi sẽ vui lòng tiếp nhận tại email media@viettel.com.vn."
Google Play,2015-05-08,com.viettel.mocha.app,Mocha: Free SMS,20200001388617,Viettel Media Inc,Version,1.1.2,1.1.3,"- Sửa lỗi Cùng Nghe
- Sửa lỗi Kết nối: Ổn định với nền tảng 3G/2G
- Tăng chất lượng ảnh, chất lượng Sticker
- Sửa các lỗi nhỏ khác
Bạn có ý tưởng? Chúng tôi sẽ vui lòng tiếp nhận tại email media@viettel.com.vn."
Google Play,2015-05-14,com.viettel.mocha.app,Mocha: Free SMS,20200001388617,Viettel Media Inc,Version,1.1.3,1.1.4,"- Tăng tốc độ kết nối
- Thêm bộ Sticker Happy Cat (siêu cute)
- Sửa lỗi và tối ưu hiệu năng
Bạn có ý tưởng? Chúng tôi sẽ vui lòng tiếp nhận tại email media@viettel.com.vn."
Google Play,2015-08-01,com.viettel.mocha.app,Mocha: Free SMS,20200001388617,Viettel Media Inc,Version,1.1.4,2.1.1,"- Nộp thử hồ sơ đại học 2015 qua Mocha, tránh rủi ro trượt xét tuyển NV1
-	Hỗ trợ màn hình ngang
Bạn có ý tưởng? Chúng tôi sẽ vui lòng tiếp nhận tại email mocha@viettel.com.vn."
Google Play,2015-08-18,com.viettel.mocha.app,Mocha: Free SMS,20200001388617,Viettel Media Inc,Version,2.1.1,2.2.1,"-	Cải tiến chức năng nghe nhạc cùng người lạ
- Cập nhật giao diện
- Sửa một số lỗi nhỏ
Bạn có ý tưởng? Chúng tôi sẽ vui lòng tiếp nhận tại email mocha@viettel.com.vn."
Google Play,2015-08-20,com.viettel.mocha.app,Mocha: Free SMS,20200001388617,Viettel Media Inc,Version,2.2.1,2.2.2,"-	Cải tiến chức năng nghe nhạc cùng người lạ
- Cập nhật giao diện
- Sửa một số lỗi nhỏ
Bạn có ý tưởng? Chúng tôi sẽ vui lòng tiếp nhận tại email mocha@viettel.com.vn."
Google Play,2015-08-24,com.viettel.mocha.app,Mocha: Free SMS,20200001388617,Viettel Media Inc,Version,2.2.2,2.2.4,"- Sửa lỗi kết nối trên một số dòng máy
Bạn có ý tưởng? Chúng tôi sẽ vui lòng tiếp nhận tại email mocha@viettel.com.vn."
Google Play,2015-08-27,com.viettel.mocha.app,Mocha: Free SMS,20200001388617,Viettel Media Inc,Version,2.2.4,2.2.5,"- Sửa lỗi kết nối trên một số dòng máy
Bạn có ý tưởng? Chúng tôi sẽ vui lòng tiếp nhận tại email mocha@viettel.com.vn."
Google Play,2015-09-02,com.viettel.mocha.app,Mocha: Free SMS,20200001388617,Viettel Media Inc,Version,2.2.5,2.2.8,"- Giao diện tab tiện ích
Bạn có ý tưởng? Chúng tôi sẽ vui lòng tiếp nhận tại email mocha@viettel.com.vn."
Google Play,2015-09-04,com.viettel.mocha.app,Mocha: Free SMS,20200001388617,Viettel Media Inc,Version,2.2.8,2.2.9,"- Giao diện tab tiện ích
Bạn có ý tưởng? Chúng tôi sẽ vui lòng tiếp nhận tại email mocha@viettel.com.vn."
Google Play,2015-09-05,com.viettel.mocha.app,Mocha: Free SMS,20200001388617,Viettel Media Inc,Version,2.2.9,2.3.0,"Nghe cùng Sao: Tham gia room chat để cùng trò chuyện, cùng nghe nhạc với những ngôi sao hàng đầu Việt Nam và cơ hội nhận giải thưởng lên đến 10 triệu đồng.
Bạn có ý tưởng? Chúng tôi sẽ vui lòng tiếp nhận tại email mocha@viettel.com.vn."
Google Play,2015-09-07,com.viettel.mocha.app,Mocha: Free SMS,20200001388617,Viettel Media Inc,Version,2.3.0,2.3.1,"Nghe cùng Sao: Tham gia room chat để cùng trò chuyện, cùng nghe nhạc với những ngôi sao hàng đầu Việt Nam và cơ hội nhận giải thưởng lên đến 10 triệu đồng.
Bạn có ý tưởng? Chúng tôi sẽ vui lòng tiếp nhận tại email mocha@viettel.com.vn."
Google Play,2015-09-12,com.viettel.mocha.app,Mocha: Free SMS,20200001388617,Viettel Media Inc,Version,2.3.1,2.3.4,"Nghe cùng Sao: Tham gia room chat để cùng trò chuyện, cùng nghe nhạc với những ngôi sao hàng đầu Việt Nam và cơ hội nhận giải thưởng lên đến 10 triệu đồng.
Bạn có ý tưởng? Chúng tôi sẽ vui lòng tiếp nhận tại email mocha@viettel.com.vn."
Google Play,2015-09-29,com.viettel.mocha.app,Mocha: Free SMS,20200001388617,Viettel Media Inc,Version,2.3.4,2.3.8,"- Thêm lọc giới tính trong nghe với người lạ
- Sửa một số tính năng theo phản ánh từ người dùng
Bạn có ý tưởng? Chúng tôi sẽ vui lòng tiếp nhận tại email mocha@viettel.com.vn."
